"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","run_id","condition","recorded_at","source_code_version","ip","user_agent","device","browser","browser_version","platform","platform_version","rt","stimulus","response","question_order"
"true","false","[]","[]","[]","preload","0","2423","0.0-0.0","212","1","2022-11-14 06:45:45","49aca292d257f58668169b9fbab864ae","111.205.21.109","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36","WebKit","Chrome","107.0.0.0","Windows","10.0","","","",""
"true","","","","","fullscreen","1","7617","0.0-1.0","212","1","2022-11-14 06:45:45","49aca292d257f58668169b9fbab864ae","111.205.21.109","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36","WebKit","Chrome","107.0.0.0","Windows","10.0","","","",""
"","","","","","html-button-response","2","18362","0.0-2.0","212","1","2022-11-14 06:45:45","49aca292d257f58668169b9fbab864ae","111.205.21.109","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36","WebKit","Chrome","107.0.0.0","Windows","10.0","10743","<p style=""font-size:20px;font-weight:bold;"">实验知情同意书</p><p style=""text-align:left;""><strong>实验名称：</strong>社会冲突研究</p><p style=""text-align:left;""><strong>主要研究者：</strong>韩晓春副教授（北京师范大学心理学部）</p><p style=""text-align:left;""><strong>联系方式：</strong>发送邮件至xiaochun.han@bnu.edu.cn</p><p style=""text-align:left;""><strong>研究目的：</strong>研究旨在了解人类面对群体冲突时的决策方式，以及相关的心理学特质。实验调查大约需要20分钟。</p><p style=""text-align:left;""><strong>实验流程：</strong>实验包含两部分。第一部分呈现一系列群体冲突场景，请你决定如何对这些冲突进行反应，大约需要10分钟完成。第二部分包含一系列人口统计学信息收集和心理学问卷，大约需要10分钟完成。</p><p style=""text-align:left;""><strong>参加及退出规则：</strong>参加本实验完全取决于您的个人意愿。在参与过程中，您可以随时退出，并且不用承担任何后果。</p><p style=""text-align:left;""><strong>隐私：</strong>本实验完全匿名进行，不会收集您的姓名或其他能够识别您身份的信息。实验中收集的作答仅用作科学研究使用，可能会在学术期刊/书籍上发表，或者用于教学，您的数据未来可能会和其他研究者或实验室分享，但您的个人身份不会被识别。</p><p style=""text-align:left;""><strong>实验报酬：</strong>实验完成后，您将获得15元人民币报酬，以感谢您的时间和努力。调查问卷中包含几道题目用以测验您作答时的认真度。只有完成全部实验，并且正确回答认真度测验的被试才能获得实验报酬。实验报酬将通过支付宝转账发放。</p><p style=""text-align:left;font-size:20px;""><strong>如果您同意以上实验知情同意书的内容，请点击'同意并且开始实验'按钮；否则请关闭浏览器界面，退出实验。</strong></p>","0",""
"","","","","","html-button-response","3","1256926","0.0-3.0","212","1","2022-11-14 06:45:45","49aca292d257f58668169b9fbab864ae","111.205.21.109","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36","WebKit","Chrome","107.0.0.0","Windows","10.0","1238588","<p ><strong>实验任务一：</strong></p><p>请想象你的国家与另一个国家发生了军事冲突。</p><p>你是国家军队的指挥官，你将如何在冲突中进行决策。</p><p>具体来说，作为军队指挥官，请你决定是否发射导弹进行打击。</p><p>接下来，你会面对一系列场景，请仔细阅读每个场景，然后进行决策。</p><p>这部分实验任务大约需要10分钟。</p><p><strong>实验过程中，请集中注意力。</strong></p>","0",""
"","","","","","html-keyboard-response","4","1257932","0.0-4.0-0.0","212","1","2022-11-14 06:45:45","49aca292d257f58668169b9fbab864ae","111.205.21.109","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36","WebKit","Chrome","107.0.0.0","Windows","10.0","null","<div style=""font-size:60px;"">+</div>","null",""
"","","","","","html-button-response","5","1266259","0.0-4.0-1.0","212","1","2022-11-14 06:45:45","49aca292d257f58668169b9fbab864ae","111.205.21.109","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36","WebKit","Chrome","107.0.0.0","Windows","10.0","8325","<p>作为军队的指挥官，你可以选择发射导弹杀死 <strong>10名</strong> 敌国士兵，但会误杀附近的 <strong>1名</strong> 敌国平民。</p> <p>平民照片如下图所示。</p> <p></p> <img src='stimuli/faces/PFM2.jpg', style='max-width: 30%;'> </img> <p><strong>你是否选择发射武器？</strong></p>","0",""
"","","","","","html-keyboard-response","6","1267268","0.0-4.0-0.1","212","1","2022-11-14 06:45:45","49aca292d257f58668169b9fbab864ae","111.205.21.109","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36","WebKit","Chrome","107.0.0.0","Windows","10.0","null","<div style=""font-size:60px;"">+</div>","null",""
"","","","","","html-button-response","7","1275222","0.0-4.0-1.1","212","1","2022-11-14 06:45:45","49aca292d257f58668169b9fbab864ae","111.205.21.109","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36","WebKit","Chrome","107.0.0.0","Windows","10.0","7953","<p>作为军队的指挥官，你可以选择发射导弹杀死 <strong>7名</strong> 敌国士兵，但会误杀附近的 <strong>1名</strong> 敌国平民。</p> <p>平民照片如下图所示。</p> <p></p> <img src='stimuli/faces/PFF6.jpg', style='max-width: 30%;'> </img> <p><strong>你是否选择发射武器？</strong></p>","0",""
"","","","","","html-keyboard-response","8","1276226","0.0-4.0-0.2","212","1","2022-11-14 06:45:45","49aca292d257f58668169b9fbab864ae","111.205.21.109","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36","WebKit","Chrome","107.0.0.0","Windows","10.0","null","<div style=""font-size:60px;"">+</div>","null",""
"","","","","","html-button-response","9","1279293","0.0-4.0-1.2","212","1","2022-11-14 06:45:45","49aca292d257f58668169b9fbab864ae","111.205.21.109","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36","WebKit","Chrome","107.0.0.0","Windows","10.0","3066","<p>作为军队的指挥官，你可以选择发射导弹杀死 <strong>3名</strong> 敌国士兵，但会误杀附近的 <strong>1名</strong> 敌国平民。</p> <p>平民照片如下图所示。</p> <p></p> <img src='stimuli/faces/PFF7.jpg', style='max-width: 30%;'> </img> <p><strong>你是否选择发射武器？</strong></p>","1",""
"","","","","","html-keyboard-response","10","1280301","0.0-4.0-0.3","212","1","2022-11-14 06:45:45","49aca292d257f58668169b9fbab864ae","111.205.21.109","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36","WebKit","Chrome","107.0.0.0","Windows","10.0","null","<div style=""font-size:60px;"">+</div>","null",""
"","","","","","html-button-response","11","1284099","0.0-4.0-1.3","212","1","2022-11-14 06:45:45","49aca292d257f58668169b9fbab864ae","111.205.21.109","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36","WebKit","Chrome","107.0.0.0","Windows","10.0","3796","<p>作为军队的指挥官，你可以选择发射导弹杀死 <strong>1名</strong> 敌国士兵，但会误杀附近的 <strong>1名</strong> 敌国平民。</p> <p>平民照片如下图所示。</p> <p></p> <img src='stimuli/faces/PFF5.jpg', style='max-width: 30%;'> </img> <p><strong>你是否选择发射武器？</strong></p>","1",""
"","","","","","html-keyboard-response","12","1285107","0.0-4.0-0.4","212","1","2022-11-14 06:45:45","49aca292d257f58668169b9fbab864ae","111.205.21.109","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36","WebKit","Chrome","107.0.0.0","Windows","10.0","null","<div style=""font-size:60px;"">+</div>","null",""
"","","","","","html-button-response","13","1289163","0.0-4.0-1.4","212","1","2022-11-14 06:45:45","49aca292d257f58668169b9fbab864ae","111.205.21.109","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36","WebKit","Chrome","107.0.0.0","Windows","10.0","4054","<p>作为军队的指挥官，你可以选择发射导弹杀死 <strong>7名</strong> 敌国士兵，但会炸毁附近的 <strong>1棵</strong> 敌国树木。</p> <p>树木的照片如下图所示。</p> <p></p> <img src='stimuli/trees/16.png', style='max-width: 30%;'> </img> <p><strong>你是否选择发射武器？</strong></p>","0",""
"","","","","","html-keyboard-response","14","1290184","0.0-4.0-0.5","212","1","2022-11-14 06:45:45","49aca292d257f58668169b9fbab864ae","111.205.21.109","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36","WebKit","Chrome","107.0.0.0","Windows","10.0","null","<div style=""font-size:60px;"">+</div>","null",""
"","","","","","html-button-response","15","1292231","0.0-4.0-1.5","212","1","2022-11-14 06:45:45","49aca292d257f58668169b9fbab864ae","111.205.21.109","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36","WebKit","Chrome","107.0.0.0","Windows","10.0","2046","<p>作为军队的指挥官，你可以选择发射导弹杀死 <strong>6名</strong> 敌国士兵，但会误杀附近的 <strong>1名</strong> 敌国平民。</p> <p>平民照片如下图所示。</p> <p></p> <img src='stimuli/faces/PFF1.jpg', style='max-width: 30%;'> </img> <p><strong>你是否选择发射武器？</strong></p>","0",""
"","","","","","html-keyboard-response","16","1293235","0.0-4.0-0.6","212","1","2022-11-14 06:45:45","49aca292d257f58668169b9fbab864ae","111.205.21.109","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36","WebKit","Chrome","107.0.0.0","Windows","10.0","null","<div style=""font-size:60px;"">+</div>","null",""
"","","","","","html-button-response","17","1297349","0.0-4.0-1.6","212","1","2022-11-14 06:45:45","49aca292d257f58668169b9fbab864ae","111.205.21.109","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36","WebKit","Chrome","107.0.0.0","Windows","10.0","4113","<p>作为军队的指挥官，你可以选择发射导弹杀死 <strong>7名</strong> 敌国士兵，但会误杀附近的 <strong>1名</strong> 敌国平民。</p> <p>平民照片如下图所示。</p> <p></p> <img src='stimuli/faces/PFM4.jpg', style='max-width: 30%;'> </img> <p><strong>你是否选择发射武器？</strong></p>","0",""
"","","","","","html-keyboard-response","18","1298355","0.0-4.0-0.7","212","1","2022-11-14 06:45:45","49aca292d257f58668169b9fbab864ae","111.205.21.109","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36","WebKit","Chrome","107.0.0.0","Windows","10.0","null","<div style=""font-size:60px;"">+</div>","null",""
"","","","","","html-button-response","19","1301915","0.0-4.0-1.7","212","1","2022-11-14 06:45:45","49aca292d257f58668169b9fbab864ae","111.205.21.109","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36","WebKit","Chrome","107.0.0.0","Windows","10.0","3558","<p>作为军队的指挥官，你可以选择发射导弹杀死 <strong>5名</strong> 敌国士兵，但会误杀附近的 <strong>1名</strong> 敌国平民。</p> <p>平民照片如下图所示。</p> <p></p> <img src='stimuli/faces/PFF8.jpg', style='max-width: 30%;'> </img> <p><strong>你是否选择发射武器？</strong></p>","0",""
"","","","","","html-keyboard-response","20","1302923","0.0-4.0-0.8","212","1","2022-11-14 06:45:45","49aca292d257f58668169b9fbab864ae","111.205.21.109","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36","WebKit","Chrome","107.0.0.0","Windows","10.0","null","<div style=""font-size:60px;"">+</div>","null",""
"","","","","","html-button-response","21","1306297","0.0-4.0-1.8","212","1","2022-11-14 06:45:45","49aca292d257f58668169b9fbab864ae","111.205.21.109","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36","WebKit","Chrome","107.0.0.0","Windows","10.0","3373","<p>作为军队的指挥官，你可以选择发射导弹杀死 <strong>7名</strong> 敌国士兵，但会误杀附近的 <strong>1名</strong> 敌国平民。</p> <p>平民照片如下图所示。</p> <p></p> <img src='stimuli/faces/PFM1.jpg', style='max-width: 30%;'> </img> <p><strong>你是否选择发射武器？</strong></p>","0",""
